,business_id,categories,review_count,address,stars,name,Top_0,Top_1,Top_2,Top_3,Top_4,Top_5,Top_6,Top_7,Top_8,Top_9,Top_10,Top_11,Top_12,Top_13,Top_14,Top_15,Top_16,Top_17,Top_18,Top_19
10,6AYMdVnWkFWTk1uEHGUmZg,"Mexican, Restaurants",4,1420 N 24th St,3.25,La Casa Del Mariachi,zbrFk-4ejesAJD8EwcdHxg,ZCe93zAkxr2KOBU1NT0lmg,1hrX1vHaUgllWH6i876oAw,-bMZCfTK7fxFaURynKpBMA,plWuv4gda7m0KlqCNhrb4w,LGEIsxeJQATo9J1IA-TEdA,QzrtN3EjGp-kSCzg8uj1oA,mnwRtuVQEsIUomBchu0gwg,OQggqcQglU-lHY3rY-8Lhw,YlwJYpBWa-oL0byTVPNKRQ,NwVj3tbEcR2F8fbrcOEV0Q,EV1jAj7NFNmNIqOnwZ4Acw,2g4ZTD3ePNSbDAvh6qAOKQ,042IHd5KjHiMuBtGtugO_g,xyrQByVfX47bstcmP_k1BA,Ns20WGWn6s6niKAGIQB4UQ,eS29S_06lvsDW04wVrIVxg,H7_yu7MgzSXB0vb959yXdA,82I9SSilxh3zL8F1UQ45Xw,64dfRmMmUsOdLnkBOtzp4w
11,_8I19IRzDXmMSRES9cEGlw,"Restaurants, Pizza, Fast Food",27,"4920 W Baseline Rd, Ste 101",1.4333333333333333,Little Caesars Pizza,ErHMVkPstNyefb3ZU_z1Cw,pSQFynH1VxkfSmehRXlZWw,RztX0zV7ObHZD08SDUhI0Q,Tw3miGKZHtmxmaQZIYFRrA,OASX1Yrgq_7R1PsYpixRcw,cXgXRqB40CGHEMKQgxLDTg,XF4w6wG1JOvfKZlQcxiWgQ,6We2O5X62J_gduXU7jvf8w,NeDqVEiin0q-FxCvOKiERw,ghpFh6XpH1TYZhjAGdx-xw,DZfFFSVFVJVxs3vfFVVf0w,k1QpHAkzKTrFYfk6u--VgQ,pjpUOlJLlkIxBZ5BquA2PA,jHIJ0hfy5USIWvcdynzrFQ,7MeMGh0SUlF-GuTyruwtcw,Tp07u-0AOFRfQhtNpAXaQA,_mg5bYknpZgaWSfjQVmrJQ,PJVjfGtVc71M0XlUr83teQ,wx7fvfCq53tNFieI4FiBWg,7ge2DIxgQAl20_wr4yUgsA
12,xOcJHzV3X0lKHN9LcBpvqw,"Restaurants, Delis, Cafes",3,"1990 W Camelback Rd, Ste 105",5.0,Catabella's Deli &Cafè,G8vA6pq4p8KslaURm-q65Q,5OmuCo0kdvWQZXidGuxrsw,y5bQlEMCMnYba9I5XRzlzA,QsJ6orXv_VB7xz-MpqHzSQ,1_XieTGcu829D7eN_cHiow,N5B7OBTyNGgwU_Y2fwNcyw,gHutuGMMMH-5Qv9DbemLFw,3sOS8wKatd_Uoa9VEJHhrw,_MI20v3QRDrCVXgpzje-Ag,l0rbgnvy2jSeUUEBUK4B8A,ml916FaOdF870Jrk0ZQETA,9MVKjEMN5T59uzG1xoD2BQ,Ks13abA-KZWAA6FMQagQmg,DaVTuhzi6EgWStb2eAjNjA,_e3rChyednoh47n2cjGv2w,yNPh5SO-7wr8HPpVCDPbXQ,NgDyxaeItFSInv7J5paGLQ,nfdNvM0HFCDmnJ5eHMnuNg,S_bG5WWbtNXhhY9Y0GTcSg,eS29S_06lvsDW04wVrIVxg
13,Wsb_rH2xNmMOdmzyb7eB7w,"Mediterranean, Pizza, Greek, Breakfast & Brunch, Caterers, Restaurants, Event Planning & Services",97,"305 W Washington St, Ste 104",3.4343434343434343,Crazy Jim's,xzj6q131hJE59tBkhe3Gag,sLKpRaFns5Uqw1IEzK6obA,3U__XOTBFptjhBeHrPGqrg,cq6SQkWKVT3TH-6YzGFn4g,len2nrEtgD9bjnoYSyLPjA,aw0H9O1yysoHB0JanT0Ubw,0N2y8rNxbet6p4UIBWTOrw,rYI_Dvw8ixOE-Hud-PWzbQ,ylxqmxh2gO1yCpQkIk6o3A,FJrI8DmhZX55GLS2eWasZA,0obhg2Jv22z6Mkvl3zGaiQ,1E1Qp9HWSZmqruir3sTeKw,GQxpWDw3MuCwAMV9BA-62w,XbkpdDXhunFhAWLNRAiVIw,Zp9RMGJKVc9Qkhj4QqyROw,bZj4UqBD4chWAvytPKGALA,uhyDNWYRSsom3VrFgOgP_w,CV0knwCFA-x-8jJHot6Few,Qng9lEqWA9uTtm6oq2rZuw,SJbXs2aVMhFawgjCcbH8aQ
14,wERcL1KznuTgfltSKQt_jg,"American (Traditional), Nightlife, Restaurants, Sports Bars, Bars",287,"1515 E Bethany Home Rd, Ste 100",2.67986798679868,Zipps Sports Grill,rOKEgdzmhzT99Ob_OmPE0Q,JRo3APL5f4-TEkuI-SoDcA,-JwSuDqyFILFJmVpjrVbwA,iB9By3dVS6BydSUiDHxLyw,3QQEc5QUP-h6LCkUZQEYQw,W7Dt3b6H_pMIHfxn49Pkzg,HTaA1mo9cB1dXMwfJC6yKg,VRTQMh7wVgmzg96YttL3mQ,w6frk94BwGwxenre_zeXUg,3BGzRYh6GQbZz3LGAGb-sQ,vyDW7_CHhDUJshMqaSjj0g,YlwJYpBWa-oL0byTVPNKRQ,kHpXJ2vciumu2KhNHg0hYA,Do72DKBclgkSPt6jZ9-c4Q,Kr2EJ05h5BXHlytYBgShGw,CKoDbOpF_CSyy6_lttqjKg,l8k4gOEkfoLKq0mPVWHWGg,Z6mGI9awr8KEuIoC82fSSA,mnwRtuVQEsIUomBchu0gwg,vjaHGc25CcyNPZTbjDa7Ww
15,3nzK3K-Dfo1L6mpB8FTKkw,"Japanese, Restaurants, Asian Fusion, Chinese",128,Phx Sky Harbor Airport,2.328125,Pei Wei Asian Diner,ecn5dq7bFA6wCeeNnXxSzw,355zerURpj4IMs2no238_A,DL7V1_chkWkZtyG4_xNYfw,WzrMNz9eUF78RgZGDTS8xg,9RSgLa87uZTZKdTvxy2qyg,I3STZd5iAvUL9MNLF_DUug,of4V8nfW7GwJ03tLDdrOlA,OeQUmob9q5sbEixK2-Tozw,xImiQIhC2ZBDEy7LhpQ4nQ,-1UMR00eXtwaeh59pEiDjA,CzqYP9VKJBzGLnp14naScA,UUtWoDyREiy9MPdtTRFUYQ,DkIEhR8behaIoSexekWV0Q,mRubgo8WfjraJkE5Bvbf6w,XcWlBj5oQgzKhR7Cxovj3w,cJzv3fbd7jL2ZHyFosFkOw,YBIhTjmEH3IEZW4Dr5ReRA,prdA1r8XP03oD-PYvZJ5AA,URFhSrJPk7JM2pUtsuWsAg,tDYcVluqZwieulc1iqxGXg
16,MM572Htt9k_e96IKNyCEtA,"Restaurants, Comfort Food, Nightlife, Mexican, American (Traditional), African, Breakfast & Brunch, Hotel bar, Bars",89,5350 East Marriott Drive,3.6179775280898876,stonegrill,aMF8cG445ONPRKBsBYqofg,L2p0vO3fsS2LC6hhQo3CzA,LelAlfuj5oVRF9CQdWLsNQ,hH8002bWtOFYtLgarFZBsg,E4JyAzB5_2quptwtemyhYA,pTZ4u-sEQr-yHq2Cl4EMEw,8R_oemw4rNjJL6sd40O_oQ,pu7maVMRHbIUv2x3B_xMHQ,S_bG5WWbtNXhhY9Y0GTcSg,fKm6mfATDJRDDQH0PtZeeQ,8Zqh2jwtncA3N4fWEMTvZQ,ZynSNEGuPvGCj3eYIaLPlQ,IsoLzudHC50oJLiEWpwV-w,yNPh5SO-7wr8HPpVCDPbXQ,N5B7OBTyNGgwU_Y2fwNcyw,ElWzx5_fU8S2G45OnM-HpA,x8_NelKV1JY5S5bN7mWJuQ,VEe-_Yc1fbEtUjkACEjLpA,-Ht7HiGBox8lS1Y8IPjO8g,kne4oWWLq0FFHLA-gWuqoQ
17,du9_QFb75sxzKnLLQwSkMw,"Fast Food, Restaurants, Food, American (New), Burgers",182,425 E Bell Rd,3.4148936170212765,Five Guys,7m1Oa1VYV98UUuo_6i0EZg,Wc9UpJhOcdSj7olZkz7SJA,5-s0ESpKQeI50QIgcz8GGQ,WXR0ND0KqbArMZDvFMA-bw,-rhH9sL3XGFpoJXcxUpEWA,YwLZ6RDKKhPAoAOP5m_elA,lRL7x-HMBscWyELxEVq85w,D4xv7_wwYpZEZar4DwwYYQ,-ZBfr1BHvArFp1d6XH8jOQ,SvlTuwslYKdqvqWtDe2dgA,LmjBZpQU7nJTIJZYRVO7Kg,gxEkxkqQrrK62DJnXxXDLg,-ot4Xd6GxSUOqwUj7okZuA,nXKaLgLuLs2-S8_O-V09-A,2FfZUyA82YhQCjWNiqDCzQ,HpRsWkYHu-pumsZ4O_Linw,siXCBrVFOXicbM2R-33-8w,01xXe2m_z048W5gcBFpoJA,NJ0RzuWd5xDqfJejYQZ65g,_c3ixq9jYKxhLUB0czi0ug
18,c7JoAt6a3Ufkpn3TrGU23A,"Mexican, Restaurants",6,1930 W Buckeye Rd,3.0,Santanas Mexican Food,T-KniGykrZ46ZC9plOTspw,QDRFdG8gPPKL7r4yic8j7Q,WOz66UuVsfc2K9GxzfDnGg,P8IsTiHq5Hesa6UPL604ww,Tc1ly-0VLk3AaoMb7CrlVA,VoTi4yVhTVyFdmxUpoyUsg,W537pidoTVQmn9x1GPpxgA,URwrgfuyfpVqgnKwkawlHw,nwHd2MbIGz0SNG8GpFjekw,KBP7x08WfD__BUoE4kY0lg,E_DXCeVllZtHV93hsAIZvw,Q7bAF6MrZ8wWfLsxaPl2Yw,JlNeaOymdVbE6_bubqjohg,2Yq-Y-tDroP7mdDfcWJLCQ,nYpxA8exNB1VPuM7XYS7fg,yb7ZtgMWSZboG_sSUx9g2A,sS__otwzn0INyR_5Dimfdg,4j0WfdS_lHG9uSH7cd1PFg,AhPmh0NaRDbEYyhd9egzLA,CFyPbqZaxoBTjOmVjSn_8Q
19,AVsZE_gMkuBmRLRiqmPqJQ,"Restaurants, Coffee & Tea, Cafes, Food",3,411 N Central Ave,3.0,City Cafe,OgJ0KxwJcJ9R5bUK0ixCbg,seYvTmOZGJ2IAMdfQa8pkg,n6IWvkVMWB9OIRZBXh5tHw,j0_DUr3vBXY-JP-b0bf93A,apdb7MGnmnx6nGWBJ0ch_g,RA1Jchnz3uQDg4YVHckKXQ,jq9gzjKbVWgeMYzA0aFzxw,N5B7OBTyNGgwU_Y2fwNcyw,5RqU2YARBU69d9zK6h-fXg,qQCsLGMncJp1xWUGnOKCQA,5A_sjC9ULLt4UkDNtr9dkw,dIqMQYs6tmowQUygS8sQ6A,bjrPt4DN1r4HpiR0Y8ofvg,uZkysgjMeC3UO03cPyBD2g,LelAlfuj5oVRF9CQdWLsNQ,fKm6mfATDJRDDQH0PtZeeQ,fjapWp89YVCeKvW51KUDQw,89N3YfIoe50feyqS0qwMXg,ogW-9p7lcXQYTPymXy9KXw,MZkP-I91Df4XgmVelGBGng
20,b1m_PK-ggGR3CmBjdIyqkQ,"Restaurants, American (New), Breakfast & Brunch",139,2400 E Missouri Ave,4.125,Wrights at The Arizona Biltmore,pTZ4u-sEQr-yHq2Cl4EMEw,ElWzx5_fU8S2G45OnM-HpA,x8_NelKV1JY5S5bN7mWJuQ,-Ht7HiGBox8lS1Y8IPjO8g,v9u0NgjA4iQeKGevFnYSCA,LelAlfuj5oVRF9CQdWLsNQ,yNPh5SO-7wr8HPpVCDPbXQ,whAwdYVty-jSNRhrYT2zHA,RQTatUj2f9Nz9JViTH4aAQ,z6-reuC5BYf_Rth9gMBfgQ,VEe-_Yc1fbEtUjkACEjLpA,m2zASwlOL2vecCKHfmGAnQ,nkHaix6KenApS8M-liZsCQ,IsoLzudHC50oJLiEWpwV-w,kcF-en40P3J9L8nLy5lKqQ,0LhYg3iOF9IU2Ut8IL84TQ,90bL34o2KEes9pUnCOm7pQ,Ap17p-tA4Ipzy1s35DfCfg,ukCTLs6T8LY1eUBXiAlmCg,_WtxQbDK7B-ExGdeG-2j6Q
21,eyOiUX4YWj0rocM4II2U7w,"Restaurants, Steakhouses",3,9014 S Central Ave,2.6666666666666665,Coyoacan Steakhouse,JfHXzulF6yIKgA22YYPedw,qnn9E-e9orYf_wK37yLTYw,yNPh5SO-7wr8HPpVCDPbXQ,KFAJsmQ6GnHxyfmv16s9VA,6Wc5DPXGudcNi2XK7QfQtA,PQWE8a6Opjiuzt7DaX2R6Q,pup46G8qFBG8695RtbQNwA,46hnat0aLao-qYWZkN9aBg,7Q2cYSl5NBYytJzgjX0oKw,GqGVAE3kbEW46FU1LydVUg,-Ht7HiGBox8lS1Y8IPjO8g,ElWzx5_fU8S2G45OnM-HpA,eS29S_06lvsDW04wVrIVxg,jzM4dTlstNmGDPRT9SC6Hw,H1Mp8I2YuyBe8lFHnRk3iA,vyDW7_CHhDUJshMqaSjj0g,_WtxQbDK7B-ExGdeG-2j6Q,-rCIoxp7pqN3xY7E3-v56Q,VEe-_Yc1fbEtUjkACEjLpA,ibf4xvHWD4t1DOOZhidHBg
22,niqIaJy9UXu-DS7BIUvUoA,"Restaurants, Food Delivery Services, Food, Sandwiches, Pizza, Chicken Wings",115,3550 W Cactus Rd,3.680327868852459,Pizza Divino,OASX1Yrgq_7R1PsYpixRcw,RztX0zV7ObHZD08SDUhI0Q,DZfFFSVFVJVxs3vfFVVf0w,ErHMVkPstNyefb3ZU_z1Cw,NeDqVEiin0q-FxCvOKiERw,6We2O5X62J_gduXU7jvf8w,Tw3miGKZHtmxmaQZIYFRrA,0rjU_WK5HxoH1fIuEpTpcg,pSQFynH1VxkfSmehRXlZWw,XF4w6wG1JOvfKZlQcxiWgQ,lwpQQflP1CGJPV7QLybzOg,jHIJ0hfy5USIWvcdynzrFQ,pCWg4B0R5gauQR4SJ9VDmw,Tp07u-0AOFRfQhtNpAXaQA,65kCKrnO3SulNYEen0itGg,pjpUOlJLlkIxBZ5BquA2PA,ETTzxqOcPuxMqV37y1uhdg,VRC7J-ahI4em9ddhihxq5w,cXgXRqB40CGHEMKQgxLDTg,_MHUEErH3KW_KvVSOjyYhg
23,62HlThvB9Rm2QFu_OdXe7w,"Vietnamese, Restaurants",445,2221 N 7th St,3.525054466230937,Rice Paper,gQMAcDm8kv8ev7x2BshMwg,Jj8ubiwwuCR-rrhrrjcryw,BA2tYMpTHR3i7X-6qtcWaw,F8K9XTK3WN0i4G_EIXzY9g,lfyg98UFNYMVk18p6LIlkw,i3MWkfRgwqPYMKyL9Mk_Pg,U1ZVgF-kfkvv_rcoe0RglQ,85o8XAZDoPmRqHFhdJLAGg,PlTdQdCWu2_hjbSuenB3pg,hb96ToDVKWQkAj5h-UB5Ow,E8ugJa02FVCgfnjqV817iw,5mTbPNAl9ObpmI1lc7Ug0w,zaBk2imYnk7rG7IdOMhRmA,DJcvnN7BCiqOUAra35xYuA,yy27y9vFs2-W7jigzAky0g,KMzVYFbDaYSZDYSczigOKQ,cpT-N40nSB_0U7QREFzCwA,o0Sf-45xsWv3odbEC1XMbg,3sZ3Fd_RKNRN_6Kh-zAg5g,uNxKxgqGw9Fh8ukf-CvbWg
24,yem1oUuZGl073Dlq_dMKIQ,"Coffee & Tea, Breakfast & Brunch, Food, Restaurants",25,"1027 E Washington St, Ste 107",4.28,GreaterThan Coffee,OgJ0KxwJcJ9R5bUK0ixCbg,n6IWvkVMWB9OIRZBXh5tHw,j0_DUr3vBXY-JP-b0bf93A,jq9gzjKbVWgeMYzA0aFzxw,apdb7MGnmnx6nGWBJ0ch_g,uZkysgjMeC3UO03cPyBD2g,ogW-9p7lcXQYTPymXy9KXw,89N3YfIoe50feyqS0qwMXg,seYvTmOZGJ2IAMdfQa8pkg,MZkP-I91Df4XgmVelGBGng,bjrPt4DN1r4HpiR0Y8ofvg,qaPSbg690KaX5av6xsSV4Q,5A_sjC9ULLt4UkDNtr9dkw,WB7346WSdkTHvtHfWPilaA,cMoAyO10kXgzNEGSnUUjCA,1JpfQCgLnmz6VU00O1XIPw,RA1Jchnz3uQDg4YVHckKXQ,09LYxY5D4GcKc0Tvs4K_gw,dIqMQYs6tmowQUygS8sQ6A,LKeKUAHG-efbhckXsV8iKw
25,ERM603jbIbNqX2c7Ww1Qiw,"Food, Mexican, Restaurants",89,12005 N Tatum Blvd,2.7708333333333335,Cafe Rio,5sqC0kX6lBvKR983T_EBcg,v0FdDAXvEYieRWcngbCe1Q,gLIXqQDeNjW4CR7x58orrw,P8IsTiHq5Hesa6UPL604ww,Ktia9NJfvxVxTLVcEnw9zQ,AhPmh0NaRDbEYyhd9egzLA,4j0WfdS_lHG9uSH7cd1PFg,89uU51kOiQXbJHVA3C6XMQ,qnn9E-e9orYf_wK37yLTYw,jIzygnVmajEXYmfsBNY_Gw,eS29S_06lvsDW04wVrIVxg,zJGtD3y-pAIGNId4codEEg,W537pidoTVQmn9x1GPpxgA,nwHd2MbIGz0SNG8GpFjekw,QsJ6orXv_VB7xz-MpqHzSQ,Tc1ly-0VLk3AaoMb7CrlVA,T-KniGykrZ46ZC9plOTspw,DaVTuhzi6EgWStb2eAjNjA,frCxZS7lPhEnQRJ3UY6m7A,3SLDrXzPmKF0iCY8WriLsA
